age,diet,height,location,date,Class
24,mostly anything,74,san lorenzo,2012-06-29,other
32,mostly anything,64,alameda,2012-06-28,other
18,mostly anything,70,berkeley,2012-06-29,other
19,mostly anything,75,san leandro,2012-05-27,other
22,mostly anything,61,berkeley,2012-05-25,other
23,strictly vegetarian,70,oakland,2011-10-03,other
36,strictly anything,70,oakland,2012-06-29,other
19,strictly anything,63,oakland,2012-06-29,other
30,,71,hayward,2011-08-25,other
43,mostly anything,62,emeryville,2012-06-25,other
19,,70,san francisco,2012-01-07,other
36,anything,69,oakland,2012-06-29,other
32,anything,68,el sobrante,2012-06-29,other
32,mostly anything,71,san mateo,2012-06-29,other
33,anything,61,oakland,2012-06-29,stem
27,vegetarian,69,san francisco,2012-06-29,other
30,,68,san francisco,2012-06-26,other
26,anything,71,san francisco,2012-06-17,stem
34,,71,san francisco,2012-06-30,other
23,,72,hayward,2012-01-28,other
38,anything,69,mountain view,2011-07-11,other
57,,66,san francisco,2012-06-28,other
31,mostly anything,70,san francisco,2012-06-30,other
41,strictly anything,70,oakland,2012-06-29,stem
30,,73,san francisco,2012-06-27,stem
27,mostly anything,73,oakland,2012-05-24,other
33,,69,san francisco,2012-04-15,other
33,strictly anything,67,san mateo,2012-04-14,other
38,,69,san francisco,2012-06-29,other
45,,68,vallejo,2012-06-25,other
36,,67,sausalito,2012-06-29,other
32,mostly anything,70,oakland,2012-06-30,other
28,,70,san francisco,2012-06-23,stem
34,mostly vegetarian,62,san francisco,2012-06-28,other
30,anything,64,san francisco,2012-01-22,other
34,,69,san bruno,2012-06-29,other
61,other,68,san francisco,2012-02-20,other
31,,68,san francisco,2012-03-16,other
21,,70,san mateo,2012-06-29,other
38,strictly anything,68,san francisco,2012-06-29,other
24,mostly vegetarian,67,san francisco,2012-06-21,other
31,,63,berkeley,2012-06-29,other
34,strictly anything,66,oakland,2012-05-29,other
33,strictly anything,70,berkeley,2012-06-22,stem
27,,72,san francisco,2012-06-22,other
31,,70,vallejo,2012-06-26,other
45,mostly anything,75,san francisco,2012-06-30,stem
33,anything,71,san francisco,2012-01-16,other
27,,63,san francisco,2012-05-19,other
41,,71,oakland,2012-06-29,stem
29,anything,72,san lorenzo,2012-03-27,other
25,strictly anything,76,san francisco,2012-06-26,other
47,,68,san francisco,2012-06-29,other
30,strictly anything,70,san francisco,2011-08-04,other
21,strictly anything,73,millbrae,2012-06-28,other
29,mostly anything,70,pacifica,2012-06-24,stem
32,,68,daly city,2012-06-29,other
33,,67,san francisco,2012-06-27,other
42,anything,69,berkeley,2012-06-27,other
23,,72,stanford,2012-06-13,other
23,,74,burlingame,2012-03-09,other
43,strictly anything,64,hayward,2012-06-29,other
23,vegetarian,63,oakland,2012-06-28,other
28,,67,san francisco,2012-06-26,other
38,,67,san francisco,2011-10-16,other
26,anything,72,alameda,2012-06-29,other
39,mostly anything,74,san francisco,2012-06-29,other
28,other,72,san francisco,2012-06-15,other
20,,65,oakland,2011-10-10,other
46,,62,san francisco,2012-06-18,other
28,anything,69,san francisco,2012-06-27,other
29,,73,vallejo,2012-06-26,other
30,,70,vallejo,2011-11-02,other
36,mostly anything,67,vallejo,2012-06-29,other
34,,69,vallejo,2012-06-28,other
39,strictly anything,72,oakland,2012-06-14,other
33,,74,hayward,2012-06-28,other
22,mostly vegetarian,67,san francisco,2012-05-14,other
39,,72,san francisco,2012-06-23,stem
40,mostly anything,70,walnut creek,2012-06-28,other
34,,64,san francisco,2012-06-29,other
26,mostly vegetarian,74,oakland,2012-06-28,other
30,,73,san francisco,2012-06-09,other
38,,65,san francisco,2012-06-29,other
38,,70,san francisco,2011-09-10,other
25,anything,64,san francisco,2012-06-29,other
36,mostly vegetarian,62,walnut creek,2012-06-29,other
24,,64,alameda,2012-06-29,other
35,anything,67,san francisco,2011-12-14,other
27,mostly anything,74,san mateo,2012-06-29,other
32,mostly anything,67,san francisco,2012-06-14,other
40,,68,berkeley,2011-10-28,other
33,anything,64,san francisco,2011-09-26,other
33,mostly anything,73,berkeley,2012-06-29,other
32,anything,66,oakland,2011-08-05,other
34,mostly vegetarian,72,san francisco,2012-06-29,stem
24,mostly anything,69,san francisco,2011-11-18,other
25,mostly vegetarian,62,berkeley,2012-06-27,other
31,mostly anything,69,oakland,2012-04-07,other
35,anything,75,san francisco,2012-06-29,other
22,mostly vegetarian,68,san francisco,2012-06-26,other
23,mostly anything,64,san francisco,2012-06-29,other
23,mostly anything,70,san francisco,2012-06-29,other
36,,69,hayward,2012-06-05,other
26,mostly anything,76,oakland,2012-06-29,other
47,mostly anything,73,san francisco,2012-06-29,other
39,anything,60,san pablo,2012-06-28,other
26,mostly anything,70,san francisco,2012-06-29,other
34,anything,64,menlo park,2012-06-28,stem
24,,64,san francisco,2012-06-30,other
34,mostly anything,71,san francisco,2012-06-29,other
50,,68,san francisco,2012-06-10,other
30,strictly anything,70,san francisco,2012-06-28,other
28,anything,71,san francisco,2012-06-15,other
32,anything,69,san francisco,2011-08-04,other
38,mostly anything,68,san leandro,2012-06-08,other
25,strictly anything,64,alameda,2012-06-20,other
24,strictly anything,72,san francisco,2012-06-29,stem
27,,73,san rafael,2012-06-04,other
32,mostly anything,69,el sobrante,2012-06-29,other
31,mostly anything,69,oakland,2012-06-29,other
40,mostly vegetarian,67,oakland,2012-06-29,other
30,anything,65,oakland,2012-06-29,other
29,,69,walnut creek,2012-06-27,other
27,mostly vegetarian,69,berkeley,2011-07-13,other
27,,72,san francisco,2012-06-02,other
23,strictly anything,68,san francisco,2012-06-28,stem
26,mostly anything,74,oakland,2012-03-01,other
40,mostly vegan,75,oakland,2012-06-14,other
25,,68,oakland,2012-06-29,other
37,,73,san francisco,2012-06-29,other
35,,60,san francisco,2012-06-29,other
31,,73,san francisco,2012-05-22,other
28,vegetarian,69,san francisco,2012-06-27,other
23,mostly other,70,castro valley,2012-06-17,other
38,,68,berkeley,2012-06-29,other
23,mostly anything,71,san leandro,2012-06-29,other
30,strictly anything,72,san francisco,2012-06-30,other
22,,71,san francisco,2012-06-29,other
27,strictly anything,74,san francisco,2012-05-14,other
25,mostly vegetarian,68,oakland,2012-06-29,other
26,,68,san francisco,2012-06-26,other
25,mostly anything,70,san francisco,2012-06-29,stem
35,mostly anything,60,oakland,2011-10-25,other
30,,70,oakland,2012-06-29,other
24,mostly anything,74,richmond,2012-06-25,other
43,,68,redwood city,2012-06-29,other
26,mostly anything,72,emeryville,2012-06-29,other
48,,71,el cerrito,2012-06-29,other
29,mostly anything,69,mountain view,2012-06-27,stem
28,,69,san francisco,2012-06-30,other
36,anything,64,san francisco,2012-06-29,other
46,mostly anything,65,san francisco,2012-05-29,other
23,,76,novato,2012-06-28,other
25,,74,oakland,2012-06-25,other
59,mostly anything,70,novato,2012-05-13,other
19,strictly anything,70,san francisco,2012-06-29,other
31,mostly anything,73,petaluma,2012-06-30,other
33,mostly anything,63,san francisco,2012-06-29,other
26,,71,pinole,2012-06-27,other
21,mostly kosher,66,san francisco,2012-06-29,other
38,mostly anything,74,pleasant hill,2012-06-21,other
31,mostly vegan,69,martinez,2012-06-29,stem
21,strictly vegetarian,67,oakland,2012-06-01,other
49,mostly vegetarian,64,oakland,2012-06-29,stem
19,,73,san francisco,2012-06-08,other
23,,69,san francisco,2012-02-21,other
42,mostly anything,68,san carlos,2012-06-26,other
42,anything,72,san francisco,2012-06-28,other
46,mostly anything,68,san francisco,2012-06-30,other
53,,68,san francisco,2012-06-29,other
51,,68,berkeley,2012-06-29,other
37,strictly anything,64,berkeley,2012-06-26,other
32,,66,san francisco,2012-06-29,other
24,,64,san francisco,2012-06-29,other
29,anything,72,hayward,2012-04-23,other
25,vegetarian,70,berkeley,2012-06-27,other
25,mostly anything,65,san francisco,2012-06-29,stem
23,mostly anything,67,san francisco,2012-02-21,other
35,mostly anything,73,martinez,2012-06-29,stem
45,mostly anything,76,san rafael,2012-06-29,other
33,mostly anything,68,san francisco,2012-06-28,other
26,,70,san francisco,2012-04-09,other
30,mostly vegetarian,71,san francisco,2012-04-25,other
34,mostly vegetarian,68,palo alto,2012-05-29,other
30,mostly anything,70,san geronimo,2012-06-29,stem
25,,72,redwood city,2012-06-29,stem
43,mostly anything,74,san francisco,2012-06-28,other
20,mostly anything,67,san francisco,2012-04-19,other
27,,70,san francisco,2012-06-23,other
23,,71,san francisco,2012-06-25,other
27,anything,72,stanford,2012-06-29,other
31,strictly anything,68,san francisco,2012-06-24,stem
23,mostly anything,71,san francisco,2012-06-29,other
28,mostly vegetarian,72,oakland,2012-06-19,other
27,anything,70,san francisco,2011-12-14,stem
26,,65,oakland,2012-05-31,other
47,,72,san francisco,2012-06-26,other
21,,68,san francisco,2012-06-29,other
25,strictly anything,72,san francisco,2012-06-29,stem
28,vegan,63,emeryville,2012-06-29,other
40,mostly anything,69,san francisco,2012-06-29,other
22,strictly anything,75,san mateo,2012-06-29,other
40,mostly anything,66,oakland,2012-06-29,other
29,strictly anything,72,san francisco,2012-06-27,other
31,,70,san francisco,2011-09-04,other
36,strictly anything,74,redwood city,2012-06-27,stem
26,,72,san mateo,2011-10-15,stem
39,,68,berkeley,2012-06-29,other
44,mostly anything,69,san francisco,2012-06-29,stem
48,mostly anything,65,san francisco,2012-06-30,other
35,mostly anything,71,san mateo,2012-06-29,stem
28,,64,oakland,2012-06-29,other
30,strictly anything,72,san francisco,2012-06-25,other
25,,70,san francisco,2012-01-27,stem
30,,70,berkeley,2012-04-26,other
27,,69,san mateo,2012-06-25,other
36,strictly anything,67,san francisco,2012-06-23,stem
29,mostly anything,64,san bruno,2012-06-15,stem
39,mostly anything,68,san francisco,2012-06-25,other
32,,73,san francisco,2012-06-05,other
33,,66,berkeley,2012-06-23,other
36,mostly anything,61,berkeley,2011-12-05,other
25,mostly anything,76,san francisco,2012-06-29,other
27,mostly anything,75,san francisco,2012-06-29,stem
29,mostly anything,72,palo alto,2012-06-25,stem
30,strictly vegetarian,70,oakland,2012-06-28,other
31,,66,san francisco,2012-06-29,other
26,mostly anything,69,berkeley,2012-06-29,stem
24,anything,63,alameda,2012-05-31,stem
34,strictly anything,66,berkeley,2012-06-30,other
24,strictly vegetarian,68,san francisco,2012-06-19,other
27,mostly other,73,san francisco,2012-06-28,stem
22,mostly vegetarian,73,san francisco,2012-06-18,other
29,,64,berkeley,2012-06-26,other
23,,68,san francisco,2012-06-28,other
22,anything,68,san francisco,2012-06-29,other
21,anything,67,oakland,2012-06-30,other
25,mostly anything,67,mountain view,2012-06-29,stem
32,mostly vegetarian,70,berkeley,2012-06-27,stem
32,anything,63,belmont,2012-06-20,other
28,mostly anything,72,san francisco,2012-06-20,stem
30,mostly other,72,san francisco,2012-06-28,other
26,mostly anything,67,san mateo,2012-06-21,other
21,mostly vegetarian,66,san francisco,2012-04-13,other
20,strictly vegetarian,63,san francisco,2012-02-22,other
36,strictly anything,73,oakland,2012-06-30,stem
27,anything,65,oakland,2012-06-20,other
27,mostly vegetarian,76,menlo park,2012-06-21,stem
25,strictly anything,66,oakland,2012-06-02,other
44,,74,san mateo,2011-12-20,other
40,,65,berkeley,2012-06-23,other
21,strictly anything,71,san francisco,2012-06-27,other
31,,68,san francisco,2012-06-25,other
33,strictly anything,70,menlo park,2012-06-29,stem
29,mostly anything,62,san francisco,2012-06-19,other
27,,65,oakland,2011-10-17,other
25,anything,67,san francisco,2011-08-15,other
31,,64,san francisco,2012-04-16,other
23,,62,san francisco,2012-06-29,other
26,,66,san francisco,2012-06-28,other
25,,70,san francisco,2012-06-30,other
21,anything,66,oakland,2012-05-13,other
22,mostly vegetarian,67,emeryville,2012-04-07,other
32,strictly anything,72,oakland,2012-06-29,other
24,strictly anything,67,san francisco,2012-06-28,other
27,strictly anything,73,stanford,2012-06-28,other
38,mostly other,65,san francisco,2012-06-29,other
28,other,72,oakland,2012-06-29,other
32,strictly anything,66,san francisco,2012-06-28,other
24,,67,martinez,2012-06-29,other
23,,58,san francisco,2012-06-29,other
45,,62,larkspur,2012-06-28,other
47,,69,san francisco,2012-06-29,stem
35,,72,san francisco,2012-06-06,stem
42,strictly vegetarian,67,berkeley,2012-04-17,other
37,,70,san rafael,2012-06-29,other
34,mostly anything,64,san francisco,2012-06-29,other
26,mostly vegan,70,berkeley,2012-06-28,other
29,mostly anything,66,san francisco,2012-06-29,stem
26,mostly anything,70,walnut creek,2012-06-28,stem
22,strictly vegan,64,san francisco,2012-06-18,other
36,mostly anything,70,san francisco,2012-06-21,other
28,strictly anything,66,san francisco,2012-06-18,other
28,anything,69,san francisco,2012-06-29,other
41,,73,san francisco,2012-06-24,stem
24,mostly vegetarian,65,san francisco,2012-06-28,other
24,anything,66,san mateo,2012-06-13,other
27,strictly vegan,72,berkeley,2012-03-26,other
32,,66,san mateo,2012-05-20,other
27,,61,san francisco,2012-06-23,other
24,mostly anything,67,alameda,2012-06-27,stem
23,mostly anything,74,san francisco,2012-06-29,stem
27,,64,san francisco,2012-05-31,stem
26,vegetarian,74,san francisco,2012-06-29,stem
41,,67,oakland,2012-06-28,other
34,strictly anything,68,san francisco,2012-06-17,stem
40,mostly anything,70,palo alto,2012-06-29,stem
24,strictly anything,65,san francisco,2012-06-27,stem
23,strictly vegetarian,71,oakland,2012-02-25,other
30,anything,64,berkeley,2012-06-29,other
27,mostly anything,67,san francisco,2012-06-28,other
29,mostly anything,64,san francisco,2012-06-30,other
29,strictly anything,66,oakland,2012-06-29,other
31,mostly anything,71,san francisco,2012-01-18,other
38,strictly anything,67,pinole,2012-03-04,stem
28,mostly anything,73,san francisco,2012-06-29,other
33,,66,san francisco,2012-06-27,stem
28,,74,san francisco,2012-06-28,stem
35,,67,san francisco,2012-06-20,other
25,mostly anything,66,berkeley,2012-04-26,other
31,strictly anything,71,san leandro,2012-06-27,other
28,strictly anything,69,san francisco,2012-06-29,stem
30,,71,san francisco,2012-06-26,stem
26,strictly anything,68,burlingame,2012-06-30,other
23,,61,oakland,2012-06-29,other
43,,75,san francisco,2012-06-29,other
24,mostly anything,66,berkeley,2012-06-30,other
35,,74,san francisco,2012-04-29,other
30,vegetarian,69,san francisco,2012-06-19,other
23,strictly vegetarian,62,san francisco,2012-03-17,other
21,,65,berkeley,2012-02-26,other
40,,60,albany,2012-06-27,other
26,,74,palo alto,2012-06-26,stem
23,,68,san francisco,2012-06-29,other
23,mostly anything,64,san francisco,2012-06-29,other
34,,73,berkeley,2012-06-28,other
33,,64,san francisco,2012-06-20,stem
25,mostly anything,67,san francisco,2012-05-16,other
28,mostly vegetarian,73,orinda,2012-06-28,other
34,strictly anything,66,oakland,2012-06-28,other
21,strictly anything,60,san francisco,2012-06-29,other
23,,70,san francisco,2012-06-29,other
30,anything,69,san francisco,2012-06-27,other
31,,67,san rafael,2012-06-29,other
37,,72,south san francisco,2012-06-03,other
32,mostly anything,71,san francisco,2012-06-11,stem
23,mostly anything,65,san francisco,2012-06-29,other
28,strictly anything,72,berkeley,2012-05-16,other
24,strictly anything,65,berkeley,2012-06-26,other
40,mostly anything,71,san francisco,2012-03-13,stem
27,mostly vegetarian,66,san francisco,2012-06-29,other
43,,69,san francisco,2012-06-29,stem
27,strictly other,66,oakland,2012-06-29,other
27,,74,san francisco,2012-06-07,other
23,,73,berkeley,2012-06-29,other
30,anything,64,walnut creek,2012-06-29,other
30,anything,64,san francisco,2012-06-29,other
29,mostly anything,70,san francisco,2012-06-29,other
22,mostly vegetarian,66,san francisco,2012-06-26,stem
41,,74,san francisco,2012-06-26,other
23,vegetarian,66,berkeley,2012-06-29,other
25,strictly anything,66,oakland,2012-06-21,other
31,anything,68,san francisco,2012-06-29,stem
22,mostly anything,61,hayward,2012-02-19,other
30,,68,san francisco,2012-06-29,other
30,other,72,oakland,2012-06-29,other
26,,72,san francisco,2012-06-29,other
40,,67,san francisco,2012-06-27,stem
31,mostly vegetarian,59,san francisco,2012-06-29,other
34,,68,san francisco,2012-01-15,other
36,mostly anything,65,san francisco,2012-06-25,other
34,,66,san francisco,2012-06-27,other
23,strictly anything,74,berkeley,2012-06-26,stem
23,mostly anything,67,san francisco,2012-06-29,other
45,anything,72,burlingame,2012-06-29,other
35,strictly vegetarian,71,oakland,2012-06-29,stem
20,mostly anything,66,san francisco,2011-10-17,other
39,,66,san francisco,2012-04-10,stem
39,anything,67,san francisco,2012-06-29,other
35,mostly anything,67,oakland,2012-06-29,other
33,mostly anything,64,san francisco,2012-06-26,other
35,anything,71,san francisco,2012-05-01,stem
32,strictly anything,72,oakland,2012-06-26,other
29,mostly anything,64,oakland,2012-06-30,other
30,strictly anything,69,san francisco,2012-05-30,other
